semantic_group_id,num_markets,num_dates,num_event_slugs,event_slugs,actors,sample_questions,needs_review
trump-strikes-another-drug-boat:trump,6,3,6,"trump-strikes-another-drug-boat-by-sep-30, trump-strikes-another-drug-boat-by-oct-15-554, trump-strikes-another-drug-boat-by-oct-15-856, trump-strikes-another-drug-boat-by-oct-31, trump-strikes-another-drug-boat-by-oct-31-882",trump,Trump strikes another drug boat by Sep 30? | Trump strikes another drug boat by Oct 15? | Trump strikes another drug boat by Oct 15? | Trump strikes another drug boat by Oct 31? | Trump strikes another drug boat by Oct 31?,True
will-more-than-2pt4-million-people-travel-through-a-tsa-checkpoint-on-any-day,5,5,5,"will-more-than-2pt4-million-people-travel-through-a-tsa-checkpoint-on-any-day-on-or-before-june-30-2022, will-more-than-2pt4-million-people-travel-through-a-tsa-checkpoint-on-any-day-on-or-before-june-15-2022, will-more-than-2pt4-million-people-travel-through-a-tsa-checkpoint-on-any-day-on-or-before-may-31-2022, will-more-than-2pt4-million-people-travel-through-a-tsa-checkpoint-on-any-day-on-or-before-may-24-2022, will-more-than-2pt4-million-people-travel-through-a-tsa-checkpoint-on-any-day-on-or-before-may-1-2022",,"Will more than 2.4 million people travel through a TSA checkpoint on any day on or before June 30, 2022? | Will more than 2.4 million people travel through a TSA checkpoint on any day on or before June 15, 2022? | Will more than 2.4 million people travel through a TSA checkpoint on any day on or before May 31, 2022? | Will more than 2.4 million people travel through a TSA checkpoint on any day on or before May 24, 2022? | Will more than 2.4 million people travel through a TSA checkpoint on any day on or before May 1, 2022?",True
will-more-than-2pt5-million-people-travel-through-a-tsa-checkpoint-on-any-day,5,5,5,"will-more-than-2pt5-million-people-travel-through-a-tsa-checkpoint-on-any-day-on-or-before-december-31, will-more-than-2pt5-million-people-travel-through-a-tsa-checkpoint-on-any-day-before-august, will-more-than-2pt5-million-people-travel-through-a-tsa-checkpoint-on-any-day-by-august-31, will-more-than-2pt5-million-people-travel-through-a-tsa-checkpoint-on-any-day-by-september-30, will-more-than-2pt5-million-people-travel-through-a-tsa-checkpoint-on-any-day-by-december-31",,Will more than 2.5 million people travel through a TSA checkpoint on any day on or before December 31? | Will more than 2.5 million people travel through a TSA checkpoint on any day before August? | Will more than 2.5 million people travel through a TSA checkpoint on any day by August 31? | Will more than 2.5 million people travel through a TSA checkpoint on any day by September 30? | Will more than 2.5 million people travel through a TSA checkpoint on any day by December 31?,True
diddy-released-from-custody,5,5,5,"diddy-released-from-custody-by-friday, diddy-released-from-custody-before-october, diddy-released-from-custody-before-november, diddy-released-from-custody-by-monday, diddy-released-from-custody-before-december",,Diddy released from custody by Friday? | Diddy released from custody before October? | Diddy released from custody before November? | Diddy released from custody by Monday? | Diddy released from custody before December?,True
yoon-arrested,5,5,5,"yoon-arrested-by-january-31, yoon-arrested-by-friday, yoon-arrested-by-next-friday, yoon-arrested-before-july, yoon-arrested-by-july-15",,Yoon arrested by January 31? | Yoon arrested by Friday? | Yoon arrested by Friday? | Yoon arrested before July? | Yoon arrested by July 15?,True
will-russia-capture-yunakivka:russia,5,5,5,"will-russia-capture-yunakivka-before-april, will-russia-capture-yunakivka-before-may, will-russia-capture-yunakivka-before-june, will-russia-capture-yunakivka-before-july, will-russia-capture-yunakivka-before-august",russia,Will Russia capture Yunakivka before April?  | Will Russia capture Yunakivka before May? | Will Russia capture Yunakivka before June? | Will Russia capture Yunakivka before July? | Will Russia capture Yunakivka before August?,True
will-trump-issue-a-gold-card:trump,5,5,5,"will-trump-issue-a-gold-card-before-june, will-trump-issue-a-gold-card-by-next-friday, will-trump-issue-a-gold-card-before-july, will-trump-issue-a-gold-card-before-august, will-trump-issue-a-gold-card-by-march-31",trump,Will Trump issue a Gold Card before June? | Will Trump issue a Gold Card by Friday? | Will Trump issue a Gold Card before July? | Will Trump issue a Gold Card before August? | Will Trump issue a Gold Card by March 31?,True
will-trump-increase-sanctions-on-russia:russia,5,5,5,"will-trump-increase-sanctions-on-russia-before-june, will-trump-increase-sanctions-on-russia-before-july, will-trump-increase-sanctions-on-russia-before-august, will-trump-increase-sanctions-on-russia-by-september-15, will-trump-increase-sanctions-on-russia-by-august-15",russia,Will Trump increase sanctions on Russia before June? | Will Trump increase sanctions on Russia before July? | Will Trump increase sanctions on Russia before August? | Will Trump increase sanctions on Russia by September 15? | Will Trump increase sanctions on Russia by August 15?,True
india-x-pakistan-military-clash,5,4,4,"india-x-pakistan-military-clash-before-july, india-x-pakistan-military-clash-by-friday-671, india-x-pakistan-military-clash-by-friday-283, india-x-pakistan-military-clash-by",,India x Pakistan military clash before July? | India x Pakistan military clash by August 31? | India x Pakistan military clash by Friday? | India x Pakistan military clash by November 30? | India x Pakistan military clash by November 14?,True
will-the-iranian-regime-fall,5,5,5,"will-the-iranian-regime-fall-before-july, will-the-iranian-regime-fall-before-august, will-the-iranian-regime-fall-by-march-31, will-the-iranian-regime-fall-by-june-30, will-the-iranian-regime-fall-by-january-31",,Will the Iranian regime fall before July? | Will the Iranian regime fall before August? | Will the Iranian regime fall by March 31? | Will the Iranian regime fall by June 30? | Will the Iranian regime fall by January 31?,True
will-a-hurricane-make-landfall-in-the-us:us,5,5,5,"will-a-hurricane-make-landfall-in-the-us-before-august, will-a-hurricane-make-landfall-in-the-us-by-august-31, will-a-hurricane-make-landfall-in-the-us-by-september-30, will-a-hurricane-make-landfall-in-the-us-by-october-31, will-a-hurricane-make-landfall-in-the-us-by-may-31",us,Will a hurricane make landfall in the US before August? | Will a hurricane make landfall in the US by August 31? | Will a hurricane make landfall in the US by September 30? | Will a hurricane make landfall in the US by October 31? | Will a hurricane make landfall in the US by May 31?,True
kash-patel-out,5,3,4,"kash-patel-out-by-july-31, kash-patel-out-by-august-31, kash-patel-out-by-september-30, kash-patel-out-by",,Kash Patel out by July 31? | Kash Patel out by August 31? | Kash Patel out by September 30? | Kash Patel out by March 31? | Kash Patel out by June 30?,True
will-trump-try-to-fire-powell:trump,5,5,5,"will-trump-try-to-fire-powell-by-august-31, will-trump-try-to-fire-powell-by-july-31, will-trump-try-to-fire-powell-by-september-30, will-trump-try-to-fire-powell-by-january-31, will-trump-try-to-fire-powell-by-march-31",trump,Will Trump try to fire Powell by August 31? | Will Trump try to fire Powell by July 31? | Will Trump try to fire Powell by September 30? | Will Trump try to Fire Powell by January 31? | Will Trump try to Fire Powell by March 31?,True
jerome-powell-out-as-fed-chair,5,4,4,"jerome-powell-out-as-fed-chair-by-july-31, jerome-powell-out-as-fed-chair-by-august-31, jerome-powell-out-as-fed-chair-by-september-30, jerome-powell-out-as-fed-chair-by",,"Jerome Powell out as Fed Chair by July 31? | Jerome Powell out as Fed Chair by August 31? | Jerome Powell out as Fed Chair by September 30? | Jerome Powell out as Fed Chair by May 14, 2026? | Jerome Powell out as Fed Chair by March 31, 2026?",True
pam-bondi-out-as-attorney-general,5,4,4,"pam-bondi-out-as-attorney-general-by-august-31, pam-bondi-out-as-attorney-general-by, pam-bondi-out-as-attorney-general-by-january-31, pam-bondi-out-as-attorney-general-by-march-31",,Pam Bondi out as Attorney General by August 31? | Pam Bondi out as Attorney General by September 30? | Pam Bondi out as Attorney General by December 31? | Pam Bondi out as Attorney General by January 31? | Pam Bondi out as Attorney General by March 31?,True
more-eu-sanctions-on-russia:russia,5,4,4,"more-eu-sanctions-on-russia-by-august-31, more-eu-sanctions-on-russia-by-september-30, more-eu-sanctions-on-russia-by-december-31, more-eu-sanctions-on-russia-by-march-31",russia,More EU sanctions on Russia by August 31?  | More EU sanctions on Russia by September 30? | More EU sanctions on Russia by October 31? | More EU sanctions on Russia by December 31? | More EU sanctions on Russia by March 31?,True
will-elon-musk-change-his-x-profile-picture,5,4,5,"will-elon-musk-change-his-x-profile-picture-by-august-31, will-elon-musk-change-his-x-profile-picture-by-november-30, will-elon-musk-change-his-x-profile-picture-by-december-31, will-elon-musk-change-his-x-profile-picture-by-december-31-729, will-elon-musk-change-his-x-profile-picture-by-january-31",,Will Elon Musk change his X profile picture by August 31? | Will Elon Musk change his X profile picture by November 30? | Will Elon Musk change his X profile picture by December 31? | Will Elon Musk change his X profile picture by December 31? | Will Elon Musk change his X profile picture by January 31?,True
will-hamas-release-any-more-hostages,5,5,5,"will-hamas-release-any-more-hostages-by-october-31-318, will-hamas-release-any-more-hostages-by-october-10, will-hamas-release-any-more-hostages-by-october-11, will-hamas-release-any-more-hostages-by-october-12, will-hamas-release-any-more-hostages-by-jan-15",,Will Hamas release any more hostages by October 31? | Will Hamas release any more hostages by October 10? | Will Hamas release any more hostages by October 11? | Will Hamas release any more hostages by October 12? | Will Hamas release any more hostages by Jan 15?,True
will-france-uk-or-germany-strike-iran:iran,5,4,5,"will-france-uk-or-germany-strike-iran-by-january-31, will-france-uk-or-germany-strike-iran-by-february-28, will-france-uk-or-germany-strike-iran-by-february-28-881, will-france-uk-or-germany-strike-iran-by-march-31-929, will-france-uk-or-germany-strike-iran-by-june-30-259",iran,"Will France, UK or Germany strike Iran by January 31? | Will France, UK, or Germany strike Iran by February 28? | Will France, UK or Germany strike Iran by February 28? | Will France, UK, or Germany strike Iran by March 31? | Will France, UK, or Germany strike Iran by June 30?",True
will-there-be-a-us-government-shutdown,5,5,5,"will-there-be-a-us-government-shutdown-by-october-2, will-there-be-a-us-government-shutdown-by-november-19, will-there-be-a-us-government-shutdown-by-jan-20, will-there-be-a-us-government-shutdown-by-mar-9, will-there-be-a-us-government-shutdown-by-mar-23",,Will there be a US government shutdown by October 2? | Will there be a US government shutdown by November 19? | Will there be a US government shutdown by Jan 20? | US government shutdown by Mar 9? | Will there be a US government shutdown by Mar 23?,True
will-the-bipartisan-infrastructure-bill-become-law,4,4,4,"will-the-bipartisan-infrastructure-bill-become-law-by-november-11-2021, will-the-bipartisan-infrastructure-bill-become-law-by-november-19-2021, will-the-bipartisan-infrastructure-bill-become-law-by-november-15-2021, will-the-bipartisan-infrastructure-bill-become-law-by-november-4-2021",,"Will the bipartisan infrastructure bill become law by November 11, 2021? | Will the bipartisan infrastructure bill become law by November 19, 2021? | Will the bipartisan infrastructure bill become law by Noon, November 15, 2021? | Will the bipartisan infrastructure bill become law by November 4, 2021?",True
israel-ground-offensive-in-rafah:israel,4,4,4,"israel-ground-offensive-in-rafah-by-april-30, israel-ground-offensive-in-rafah-by-next-friday, israel-ground-offensive-in-rafah-by-march-15, israel-ground-offensive-in-rafah-by-march-31",israel,Israel ground offensive in Rafah by April 30? | Israel ground offensive in Rafah by Friday? | Israel ground offensive in Rafah by March 15? | Israel ground offensive in Rafah by March 31?,True
crimean-bridge-hit,4,4,4,"crimean-bridge-hit-before-july, crimean-bridge-hit-before-september, crimean-bridge-hit-before-october, crimean-bridge-hit-before-november",,Crimean bridge hit before July? | Crimean bridge hit before September? | Crimean bridge hit before October? | Crimean bridge hit before November?,True
israel-military-action-against-yemen:israel,4,3,4,"israel-military-action-against-yemen-by-monday, israel-military-action-against-yemen-by-friday, israel-military-action-against-yemen-before-november-1, israel-military-action-against-yemen-before-november-2024",israel,Israel military action against Yemen by Monday? | Israel military action against Yemen by Friday? | Israel military action against Yemen before November? | Israel military action against Yemen before November?,True
us-evacuates-beirut-embassy,4,4,4,"us-evacuates-beirut-embassy-by-august-31, us-evacuates-beirut-embassy-by-september-30, us-evacuates-beirut-embassy-by-october-31, us-evacuates-beirut-embassy-by-march-31",,U.S. evacuates Beirut Embassy by August 31? | U.S. evacuates Beirut Embassy by September 30? | U.S. evacuates Beirut Embassy by October 31? | U.S. evacuates Beirut Embassy by March 31?,True
